IPO Name: Sagility India Ltd. IPO, Issue Size: 0.0, Price: 30.0, Status: listed, Scraped At: 2026-01-05 07:24:01.834991
IPO Name: Swiggy Ltd. IPO, Issue Size: 0.0, Price: 390.0, Status: listed, Scraped At: 2026-01-05 07:24:01.834430
IPO Name: ACME Solar Holdings Ltd. IPO, Issue Size: 0.0, Price: 289.0, Status: listed, Scraped At: 2026-01-05 07:24:01.822543
IPO Name: Niva Bupa Health Insurance Co.Ltd. IPO, Issue Size: 0.0, Price: 74.0, Status: listed, Scraped At: 2026-01-05 07:24:01.822141
IPO Name: Zinka Logistics Solutions Ltd. IPO, Issue Size: 0.0, Price: 273.0, Status: listed, Scraped At: 2026-01-05 07:24:01.821779
IPO Name: NTPC Green Energy Ltd. IPO, Issue Size: 0.0, Price: 108.0, Status: listed, Scraped At: 2026-01-05 07:24:01.821415
IPO Name: Enviro Infra Engineers Ltd. IPO, Issue Size: 0.0, Price: 148.0, Status: listed, Scraped At: 2026-01-05 07:24:01.820999
IPO Name: Suraksha Diagnostic Ltd. IPO, Issue Size: 0.0, Price: 441.0, Status: listed, Scraped At: 2026-01-05 07:24:01.820629
IPO Name: One Mobikwik Systems Ltd. IPO, Issue Size: 0.0, Price: 279.0, Status: listed, Scraped At: 2026-01-05 07:23:48.813120
IPO Name: Supreme Facility Management Ltd. IPO, Issue Size: 0.0, Price: 76.0, Status: listed, Scraped At: 2026-01-05 07:23:48.812746
IPO Name: Sai Life Sciences Ltd. IPO, Issue Size: 0.0, Price: 549.0, Status: listed, Scraped At: 2026-01-05 07:23:48.812303
IPO Name: Vishal Mega Mart Ltd. IPO, Issue Size: 0.0, Price: 78.0, Status: listed, Scraped At: 2026-01-05 07:23:48.811122
IPO Name: Purple United Sales Ltd. IPO, Issue Size: 0.0, Price: 126.0, Status: listed, Scraped At: 2026-01-05 07:23:48.810707
IPO Name: Yash Highvoltage Ltd. IPO, Issue Size: 0.0, Price: 146.0, Status: listed, Scraped At: 2026-01-05 07:23:48.810348
IPO Name: Inventurus Knowledge Solutions Ltd. IPO, Issue Size: 0.0, Price: 1329.0, Status: listed, Scraped At: 2026-01-05 07:23:48.809957
IPO Name: Hamps Bio Ltd. IPO, Issue Size: 0.0, Price: 51.0, Status: listed, Scraped At: 2026-01-05 07:23:48.809580
IPO Name: International Gemmological Institute (India) Ltd. IPO, Issue Size: 0.0, Price: 417.0, Status: listed, Scraped At: 2026-01-05 07:23:48.809125
IPO Name: NACDAC Infrastructure Ltd. IPO, Issue Size: 0.0, Price: 35.0, Status: listed, Scraped At: 2026-01-05 07:23:48.802761
IPO Name: Identical Brains Studios Ltd. IPO, Issue Size: 0.0, Price: 54.0, Status: listed, Scraped At: 2026-01-05 07:23:48.802405
IPO Name: Concord Enviro Systems Ltd. IPO, Issue Size: 0.0, Price: 701.0, Status: listed, Scraped At: 2026-01-05 07:23:48.802032
IPO Name: Sanathan Textiles Ltd. IPO, Issue Size: 0.0, Price: 321.0, Status: listed, Scraped At: 2026-01-05 07:23:48.801689
IPO Name: Newmalayalam Steel Ltd. IPO, Issue Size: 0.0, Price: 90.0, Status: listed, Scraped At: 2026-01-05 07:23:48.801326
IPO Name: Mamata Machinery Ltd. IPO, Issue Size: 0.0, Price: 243.0, Status: listed, Scraped At: 2026-01-05 07:23:48.800953
IPO Name: DAM Capital Advisors Ltd. IPO, Issue Size: 0.0, Price: 283.0, Status: listed, Scraped At: 2026-01-05 07:23:48.800599
IPO Name: Transrail Lighting Ltd. IPO, Issue Size: 0.0, Price: 432.0, Status: listed, Scraped At: 2026-01-05 07:23:48.800239
IPO Name: Carraro India Ltd. IPO, Issue Size: 0.0, Price: 704.0, Status: listed, Scraped At: 2026-01-05 07:23:48.799861
IPO Name: Senores Pharmaceuticals Ltd. IPO, Issue Size: 0.0, Price: 391.0, Status: listed, Scraped At: 2026-01-05 07:23:48.799494
IPO Name: Ventive Hospitality Ltd. IPO, Issue Size: 0.0, Price: 643.0, Status: listed, Scraped At: 2026-01-05 07:23:48.799113
IPO Name: Unimech Aerospace & Manufacturing Ltd. IPO, Issue Size: 0.0, Price: 785.0, Status: listed, Scraped At: 2026-01-05 07:23:48.798753
IPO Name: Anya Polytech & Fertilizers Ltd. IPO, Issue Size: 0.0, Price: 14.0, Status: listed, Scraped At: 2026-01-05 07:23:48.798378
IPO Name: Citichem India Ltd. IPO, Issue Size: 0.0, Price: 70.0, Status: listed, Scraped At: 2026-01-05 07:23:48.797978
IPO Name: Technichem Organics Ltd. IPO, Issue Size: 0.0, Price: 55.0, Status: listed, Scraped At: 2026-01-05 07:23:48.797585
IPO Name: Indo Farm Equipment Ltd. IPO, Issue Size: 0.0, Price: 215.0, Status: listed, Scraped At: 2026-01-05 07:23:48.797099
IPO Name: K.V.Toys India Ltd. IPO, Issue Size: 0.0, Price: 239.0, Status: listed, Scraped At: 2026-01-05 07:23:38.409480
IPO Name: Prodocs Solutions Ltd. IPO, Issue Size: 0.0, Price: 138.0, Status: listed, Scraped At: 2026-01-05 07:23:38.402675
IPO Name: Riddhi Display Equipments Ltd. IPO, Issue Size: 0.0, Price: 100.0, Status: listed, Scraped At: 2026-01-05 07:23:38.402343
IPO Name: Unisem Agritech Ltd. IPO, Issue Size: 0.0, Price: 65.0, Status: listed, Scraped At: 2026-01-05 07:23:38.401965
IPO Name: Rubicon Research Ltd. IPO, Issue Size: 0.0, Price: 485.0, Status: listed, Scraped At: 2026-01-05 07:23:27.661384
IPO Name: Canara HSBC Life Insurance Co.Ltd. IPO, Issue Size: 0.0, Price: 106.0, Status: listed, Scraped At: 2026-01-05 07:23:27.660964
IPO Name: Midwest Ltd. IPO, Issue Size: 0.0, Price: 1065.0, Status: listed, Scraped At: 2026-01-05 07:23:27.659793
IPO Name: Orkla India Ltd. IPO, Issue Size: 0.0, Price: 730.0, Status: listed, Scraped At: 2026-01-05 07:23:27.659448
IPO Name: Studds Accessories Ltd. IPO, Issue Size: 0.0, Price: 585.0, Status: listed, Scraped At: 2026-01-05 07:23:27.659050
IPO Name: Lenskart Solutions Ltd. IPO, Issue Size: 0.0, Price: 402.0, Status: listed, Scraped At: 2026-01-05 07:23:27.658691
IPO Name: Billionbrains Garage Ventures Ltd. IPO (Groww IPO), Issue Size: 0.0, Price: 100.0, Status: listed, Scraped At: 2026-01-05 07:23:27.658183
IPO Name: Pine Labs Ltd. IPO, Issue Size: 0.0, Price: 221.0, Status: listed, Scraped At: 2026-01-05 07:23:27.657528
IPO Name: Emmvee Photovoltaic Power Ltd. IPO, Issue Size: 0.0, Price: 217.0, Status: listed, Scraped At: 2026-01-05 07:23:27.657167
IPO Name: PhysicsWallah Ltd. IPO, Issue Size: 0.0, Price: 109.0, Status: listed, Scraped At: 2026-01-05 07:23:27.656373
IPO Name: Tenneco Clean Air India Ltd. IPO, Issue Size: 0.0, Price: 397.0, Status: listed, Scraped At: 2026-01-05 07:23:27.656042
IPO Name: Fujiyama Power Systems Ltd. IPO, Issue Size: 0.0, Price: 228.0, Status: listed, Scraped At: 2026-01-05 07:23:27.655665
IPO Name: Capillary Technologies India Ltd. IPO, Issue Size: 0.0, Price: 577.0, Status: listed, Scraped At: 2026-01-05 07:23:27.654735
IPO Name: Excelsoft Technologies Ltd. IPO, Issue Size: 0.0, Price: 120.0, Status: listed, Scraped At: 2026-01-05 07:23:27.642552
IPO Name: Sudeep Pharma Ltd. IPO, Issue Size: 0.0, Price: 593.0, Status: listed, Scraped At: 2026-01-05 07:23:27.635398
IPO Name: Meesho Ltd. IPO, Issue Size: 0.0, Price: 111.0, Status: listed, Scraped At: 2026-01-05 07:23:27.634542
IPO Name: Aequs Ltd. IPO, Issue Size: 0.0, Price: 124.0, Status: listed, Scraped At: 2026-01-05 07:23:27.620758
IPO Name: Vidya Wires Ltd. IPO, Issue Size: 0.0, Price: 52.0, Status: listed, Scraped At: 2026-01-05 07:23:27.620470
IPO Name: Wakefit Innovations Ltd. IPO, Issue Size: 0.0, Price: 195.0, Status: listed, Scraped At: 2026-01-05 07:23:27.620051
IPO Name: Corona Remedies Ltd. IPO, Issue Size: 0.0, Price: 1062.0, Status: listed, Scraped At: 2026-01-05 07:23:27.619333
IPO Name: Nephrocare Health Services Ltd. IPO, Issue Size: 0.0, Price: 460.0, Status: listed, Scraped At: 2026-01-05 07:23:27.618955
IPO Name: Park Medi World Ltd. IPO, Issue Size: 0.0, Price: 162.0, Status: listed, Scraped At: 2026-01-05 07:22:03.314764
IPO Name: Shipwaves Online Ltd. IPO, Issue Size: 0.0, Price: 12.0, Status: listed, Scraped At: 2026-01-05 07:22:03.298997
IPO Name: Pajson Agro India Ltd. IPO, Issue Size: 0.0, Price: 118.0, Status: listed, Scraped At: 2026-01-05 07:22:03.298394
IPO Name: HRS Aluglaze Ltd. IPO, Issue Size: 0.0, Price: 96.0, Status: listed, Scraped At: 2026-01-05 07:22:03.297998
IPO Name: Stanbik Agro Ltd. IPO, Issue Size: 0.0, Price: 30.0, Status: listed, Scraped At: 2026-01-05 07:22:03.297622
IPO Name: Exim Routes Ltd. IPO, Issue Size: 0.0, Price: 88.0, Status: listed, Scraped At: 2026-01-05 07:22:03.297236
IPO Name: ICICI Prudential Asset Management Co.Ltd. IPO (ICICI Prudential AMC IPO), Issue Size: 0.0, Price: 2165.0, Status: listed, Scraped At: 2026-01-05 07:22:03.296793
IPO Name: Ashwini Container Movers Ltd. IPO, Issue Size: 0.0, Price: 142.0, Status: listed, Scraped At: 2026-01-05 07:22:03.296252
IPO Name: Neptune Logitek Ltd. IPO, Issue Size: 0.0, Price: 126.0, Status: listed, Scraped At: 2026-01-05 07:22:03.295775
IPO Name: KSH International Ltd. IPO, Issue Size: 0.0, Price: 384.0, Status: listed, Scraped At: 2026-01-05 07:22:03.295302
IPO Name: Global Ocean Logistics India Ltd. IPO, Issue Size: 0.0, Price: 78.0, Status: listed, Scraped At: 2026-01-05 07:22:03.282432
IPO Name: MARC Technocrats Ltd. IPO, Issue Size: 0.0, Price: 93.0, Status: listed, Scraped At: 2026-01-05 07:22:03.282117
IPO Name: EPW India Ltd. IPO, Issue Size: 0.0, Price: 97.0, Status: listed, Scraped At: 2026-01-05 07:22:03.281534
IPO Name: Dachepalli Publishers Ltd. IPO, Issue Size: 0.0, Price: 102.0, Status: listed, Scraped At: 2026-01-05 07:22:03.281109
IPO Name: Gujarat Kidney & Super Speciality Ltd. IPO, Issue Size: 0.0, Price: 114.0, Status: listed, Scraped At: 2026-01-05 07:22:03.277891
IPO Name: Shyam Dhani Industries Ltd. IPO, Issue Size: 0.0, Price: 70.0, Status: listed, Scraped At: 2026-01-05 07:22:03.277456
IPO Name: Sundrex Oil Co.Ltd. IPO, Issue Size: 0.0, Price: 86.0, Status: listed, Scraped At: 2026-01-05 07:22:03.276949
IPO Name: Dhara Rail Projects Ltd. IPO, Issue Size: 0.0, Price: 126.0, Status: listed, Scraped At: 2026-01-05 07:22:03.276544
IPO Name: Nanta Tech Ltd. IPO, Issue Size: 0.0, Price: 220.0, Status: listed, Scraped At: 2026-01-05 07:22:03.276103
IPO Name: Admach Systems Ltd. IPO, Issue Size: 0.0, Price: 239.0, Status: listed, Scraped At: 2026-01-05 07:22:03.275492
IPO Name: Bai Kakaji Polymers Ltd. IPO, Issue Size: 0.0, Price: 186.0, Status: listed, Scraped At: 2026-01-05 07:22:03.262139
IPO Name: Apollo Techno Industries Ltd. IPO, Issue Size: 0.0, Price: 130.0, Status: listed, Scraped At: 2026-01-05 07:22:03.261730
IPO Name: E to E Transportation Infrastructure Ltd. IPO, Issue Size: 0.0, Price: 174.0, Status: listed, Scraped At: 2026-01-05 07:22:03.261236
IPO Name: Modern Diagnostic & Research Centre Ltd. IPO P, Issue Size: 0.0, Price: 90.0, Status: listed, Scraped At: 2026-01-05 07:22:03.258953
IPO Name: Victory Electric Vehicles International Ltd. IPO, Issue Size: 0.0, Price: 41.0, Status: upcoming, Scraped At: 2026-01-05 07:20:34.810848
IPO Name: Defrail Technologies Ltd. IPO, Issue Size: 0.0, Price: 0.0, Status: upcoming, Scraped At: 2026-01-05 07:20:34.810281
